date,iso_code,country,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website,,,,,,,date
2021-01-12,SWE,Sweden,,,,,6109,,,,605,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/,,,,,,,2021-01-12
2021-01-13,SWE,Sweden,,,,,6889,,,,682,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/,,,,,,,2021-01-13
2021-01-14,SWE,Sweden,,,,,7669,,,,759,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/,,,,,,,2021-01-14
2021-01-15,SWE,Sweden,,,,,8449,,,,837,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/,,,,,,,2021-01-15
2021-01-16,SWE,Sweden,,,,,9229,,,,914,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/,,,,,,,2021-01-16
2021-01-17,SWE,Sweden,115607,115476,131,,10009,1.14,1.14,0,991,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/,,,,,,,2021-01-17
2021-01-18,SWE,Sweden,,,,,10677,,,,1057,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/,,,,,,,2021-01-18
2021-01-19,SWE,Sweden,,,,,11345,,,,1123,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/,,,,,,,2021-01-19
2021-01-20,SWE,Sweden,,,,,12013,,,,1189,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/,,,,,,,2021-01-20
2021-01-21,SWE,Sweden,,,,,12681,,,,1256,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/,,,,,,,2021-01-21
2021-01-22,SWE,Sweden,,,,,13349,,,,1322,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/,,,,,,,2021-01-22
2021-01-23,SWE,Sweden,,,,,14017,,,,1388,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/,,,,,,,2021-01-23
2021-01-24,SWE,Sweden,218402,209381,9021,,14685,2.16,2.07,0.09,1454,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/,,,,,,,2021-01-24
2021-01-25,SWE,Sweden,,,,,13020,,,,1289,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/,,,,,,,2021-01-25
2021-01-26,SWE,Sweden,,,,,11355,,,,1124,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/,,,,,,,2021-01-26
2021-01-27,SWE,Sweden,,,,,9689,,,,959,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/,,,,,,,2021-01-27
2021-01-28,SWE,Sweden,230517,216269,14248,,8024,2.28,2.14,0.14,795,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/,,,,,,,2021-01-28
2021-01-29,SWE,Sweden,248991,230068,18923,18474,8566,2.47,2.28,0.19,848,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/,,,,,,,2021-01-29
2021-01-30,SWE,Sweden,,,,,7763,,,,769,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/,,,,,,,2021-01-30
2021-01-31,SWE,Sweden,,,,,6960,,,,689,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/,,,,,,,2021-01-31
2021-02-01,SWE,Sweden,,,,,7823,,,,775,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/,,,,,,,2021-02-01
2021-02-02,SWE,Sweden,285257,256978,28279,,8685,2.82,2.54,0.28,860,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/,,,,,,,2021-02-02
2021-02-03,SWE,Sweden,298279,264148,34131,13022,10113,2.95,2.62,0.34,1001,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/,,,,,,,2021-02-03
2021-02-04,SWE,Sweden,320378,276008,44370,22099,12837,3.17,2.73,0.44,1271,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/,,,,,,,2021-02-04
2021-02-05,SWE,Sweden,343872,286853,57019,23494,13554,3.4,2.84,0.56,1342,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/,,,,,,,2021-02-05
2020-12-23,CHE,Switzerland,0,,,,,0,,,,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2020-12-23
2020-12-24,CHE,Switzerland,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2020-12-24
2020-12-25,CHE,Switzerland,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2020-12-25
2020-12-26,CHE,Switzerland,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2020-12-26
2020-12-27,CHE,Switzerland,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2020-12-27
2020-12-28,CHE,Switzerland,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2020-12-28
2020-12-29,CHE,Switzerland,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2020-12-29
2020-12-30,CHE,Switzerland,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2020-12-30
2020-12-31,CHE,Switzerland,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2020-12-31
2021-01-01,CHE,Switzerland,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-01
2021-01-02,CHE,Switzerland,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-02
2021-01-03,CHE,Switzerland,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-03
2021-01-04,CHE,Switzerland,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-04
2021-01-05,CHE,Switzerland,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-05
2021-01-06,CHE,Switzerland,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-06
2021-01-07,CHE,Switzerland,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-07
2021-01-08,CHE,Switzerland,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-08
2021-01-09,CHE,Switzerland,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-09
2021-01-10,CHE,Switzerland,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-10
2021-01-11,CHE,Switzerland,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-11
2021-01-12,CHE,Switzerland,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-12
2021-01-13,CHE,Switzerland,,,,,3000,,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-13
2021-01-14,CHE,Switzerland,66000,,,,3000,0.76,,,347,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-14
2021-01-15,CHE,Switzerland,,,,,3829,,,,442,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-15
2021-01-16,CHE,Switzerland,,,,,4657,,,,538,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-16
2021-01-17,CHE,Switzerland,,,,,5486,,,,634,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-17
2021-01-18,CHE,Switzerland,,,,,6314,,,,730,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-18
2021-01-19,CHE,Switzerland,110000,,,,7143,1.27,,,825,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-19
2021-01-20,CHE,Switzerland,,,,,10984,,,,1269,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-20
2021-01-21,CHE,Switzerland,169783,,,,14826,1.96,,,1713,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-21
2021-01-22,CHE,Switzerland,,,,,14883,,,,1720,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-22
2021-01-23,CHE,Switzerland,,,,,14939,,,,1726,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-23
2021-01-24,CHE,Switzerland,197368,,,,14995,2.28,,,1733,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-24
2021-01-25,CHE,Switzerland,,,,,15587,,,,1801,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-25
2021-01-26,CHE,Switzerland,,,,,16179,,,,1869,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-26
2021-01-27,CHE,Switzerland,,,,,13758,,,,1590,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-27
2021-01-28,CHE,Switzerland,,,,,11336,,,,1310,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-28
2021-01-29,CHE,Switzerland,262081,,,,11872,3.03,,,1372,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-29
2021-01-30,CHE,Switzerland,,,,,14341,,,,1657,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-30
2021-01-31,CHE,Switzerland,315033,,,,16809,3.64,,,1942,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-01-31
2021-02-01,CHE,Switzerland,,,,,17495,,,,2021,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-02-01
2021-02-02,CHE,Switzerland,,,,,18180,,,,2101,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-02-02
2021-02-03,CHE,Switzerland,368252,,,,18865,4.25,,,2180,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH,,,,,,,2021-02-03
2021-01-13,TUR,Turkey,0,,,,,0,,,,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,,,,,,,2021-01-13
2021-01-14,TUR,Turkey,279452,,,279452,279452,0.33,,,3313,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,,,,,,,2021-01-14
2021-01-15,TUR,Turkey,616652,,,337200,308326,0.73,,,3656,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,,,,,,,2021-01-15
2021-01-16,TUR,Turkey,676903,,,60251,225634,0.8,,,2675,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,,,,,,,2021-01-16
2021-01-17,TUR,Turkey,706451,,,29548,176613,0.84,,,2094,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,,,,,,,2021-01-17
2021-01-18,TUR,Turkey,832412,,,125961,166482,0.99,,,1974,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,,,,,,,2021-01-18
2021-01-19,TUR,Turkey,950635,,,118223,158439,1.13,,,1879,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,,,,,,,2021-01-19
2021-01-20,TUR,Turkey,1052493,,,101858,150356,1.25,,,1783,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,,,,,,,2021-01-20
2021-01-21,TUR,Turkey,1120258,,,67765,120115,1.33,,,1424,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,,,,,,,2021-01-21
2021-01-22,TUR,Turkey,1202212,,,81954,83651,1.43,,,992,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,,,,,,,2021-01-22
2021-01-23,TUR,Turkey,1226883,,,24671,78569,1.45,,,932,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,,,,,,,2021-01-23
2021-01-24,TUR,Turkey,1244653,,,17770,76886,1.48,,,912,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,,,,,,,2021-01-24
2021-01-25,TUR,Turkey,1302753,,,58100,67192,1.54,,,797,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,,,,,,,2021-01-25
2021-01-26,TUR,Turkey,1410273,,,107520,65663,1.67,,,779,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,,,,,,,2021-01-26
2021-01-27,TUR,Turkey,1522580,,,112307,67155,1.81,,,796,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,,,,,,,2021-01-27
2021-01-28,TUR,Turkey,1697575,,,174995,82474,2.01,,,978,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,,,,,,,2021-01-28
2021-01-29,TUR,Turkey,1928351,,,230776,103734,2.29,,,1230,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,,,,,,,2021-01-29
2021-01-30,TUR,Turkey,1960860,,,32509,104854,2.32,,,1243,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,,,,,,,2021-01-30
2021-01-31,TUR,Turkey,1986237,,,25377,105941,2.36,,,1256,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,,,,,,,2021-01-31
2021-02-01,TUR,Turkey,2136299,,,150062,119078,2.53,,,1412,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,,,,,,,2021-02-01
2021-02-02,TUR,Turkey,2229233,,,92934,116994,2.64,,,1387,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,,,,,,,2021-02-02
2021-02-03,TUR,Turkey,2343280,,,114047,117243,2.78,,,1390,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,,,,,,,2021-02-03
2021-02-04,TUR,Turkey,2500806,,,157526,114747,2.97,,,1361,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,,,,,,,2021-02-04
2021-02-05,TUR,Turkey,2559802,,,58996,90207,3.04,,,1070,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,,,,,,,2021-02-05
2021-02-06,TUR,Turkey,2601717,,,41915,91551,3.08,,,1086,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,,,,,,,2021-02-06
2021-02-07,TUR,Turkey,2610496,,,8779,89180,3.1,,,1057,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,,,,,,,2021-02-07
2021-02-08,TUR,Turkey,2664203,,,53707,75415,3.16,,,894,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/,,,,,,,2021-02-08
2021-01-05,ARE,United Arab Emirates,826301,,,,,8.35,,,,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-01-05
2021-01-06,ARE,United Arab Emirates,,,,,30698,,,,3104,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-01-06
2021-01-07,ARE,United Arab Emirates,887697,,,,30698,8.98,,,3104,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-01-07
2021-01-08,ARE,United Arab Emirates,941556,,,53859,38418,9.52,,,3884,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-01-08
2021-01-09,ARE,United Arab Emirates,1020349,,,78793,48512,10.32,,,4905,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-01-09
2021-01-10,ARE,United Arab Emirates,1086568,836568,250000,66219,52053,10.99,8.46,2.53,5263,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-01-10
2021-01-11,ARE,United Arab Emirates,1167251,,,80683,56825,11.8,,,5745,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-01-11
2021-01-12,ARE,United Arab Emirates,1275652,,,108401,64193,12.9,,,6490,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-01-12
2021-01-13,ARE,United Arab Emirates,1394580,,,118928,76797,14.1,,,7765,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-01-13
2021-01-14,ARE,United Arab Emirates,1527833,,,133253,91448,15.45,,,9246,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-01-14
2021-01-15,ARE,United Arab Emirates,1665987,,,138154,103490,16.84,,,10464,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-01-15
2021-01-16,ARE,United Arab Emirates,1797926,,,131939,111082,18.18,,,11231,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-01-16
2021-01-17,ARE,United Arab Emirates,1882778,,,84852,113744,19.04,,,11500,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-01-17
2021-01-18,ARE,United Arab Emirates,1971521,,,88743,114896,19.93,,,11617,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-01-18
2021-01-19,ARE,United Arab Emirates,2065367,,,93846,112816,20.88,,,11407,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en,,,,,,,2021-01-19
